id,user_id,item_id,timestamp,action,correct,response_text,time_taken
int_957,user_43,content_30,2025-10-27T16:35:43.337658,attempt,1,Student answer text here,41.01
int_958,user_43,content_23,2025-10-21T16:35:43.337668,attempt,1,Student answer text here,60.37
int_959,user_43,content_47,2025-10-27T16:35:43.337677,attempt,0,Partial response,55.27
int_960,user_43,content_56,2025-10-26T16:35:43.337687,view,1,Student answer text here,232.48
int_961,user_43,content_53,2025-10-19T16:35:43.337699,complete,1,Student answer text here,188.13
int_962,user_43,content_38,2025-10-20T16:35:43.337710,complete,0,Partial response,78.75
int_963,user_43,content_59,2025-10-25T16:35:43.337721,attempt,0,Partial response,212.77
int_964,user_43,content_57,2025-10-28T16:35:43.337731,attempt,1,Student answer text here,213.95
int_965,user_43,content_44,2025-10-22T16:35:43.337764,attempt,0,Partial response,189.39
int_966,user_43,content_7,2025-10-26T16:35:43.337776,view,1,Student answer text here,51.89
int_967,user_43,content_54,2025-10-21T16:35:43.337786,complete,1,Student answer text here,287.9
int_968,user_43,content_39,2025-10-23T16:35:43.337795,view,0,Partial response,207.17
int_969,user_43,content_29,2025-10-19T16:35:43.337806,view,1,Student answer text here,87.07
int_970,user_43,content_4,2025-10-23T16:35:43.337817,view,1,Student answer text here,230.83
int_971,user_43,content_36,2025-10-27T16:35:43.337827,attempt,1,Student answer text here,98.89
int_972,user_43,content_16,2025-10-27T16:35:43.337837,view,1,Student answer text here,260.13
int_973,user_43,content_11,2025-10-22T16:35:43.337848,attempt,1,Student answer text here,204.74
int_974,user_43,content_42,2025-10-27T16:35:43.337859,attempt,0,Partial response,162.53
int_975,user_43,content_28,2025-10-18T16:35:43.337869,complete,1,Student answer text here,65.45
int_976,user_44,content_54,2025-10-20T16:35:43.337889,view,1,Student answer text here,162.2
int_977,user_44,content_57,2025-10-21T16:35:43.337902,attempt,1,Student answer text here,182.03
int_978,user_44,content_28,2025-10-22T16:35:43.337912,attempt,0,Partial response,195.74
int_979,user_44,content_28,2025-10-27T16:35:43.337923,view,1,Student answer text here,168.6
int_980,user_44,content_30,2025-10-18T16:35:43.337933,complete,0,Partial response,222.68
int_981,user_44,content_60,2025-10-20T16:35:43.337943,complete,1,Student answer text here,204.75
int_982,user_44,content_6,2025-10-21T16:35:43.337954,attempt,1,Student answer text here,51.38
int_983,user_44,content_52,2025-10-24T16:35:43.337963,view,1,Student answer text here,295.73
int_984,user_44,content_44,2025-10-25T16:35:43.337973,complete,1,Student answer text here,145.49
int_985,user_44,content_37,2025-10-20T16:35:43.337984,view,0,Partial response,277.67
int_986,user_44,content_33,2025-10-20T16:35:43.337994,attempt,0,Partial response,141.52
int_987,user_44,content_30,2025-10-23T16:35:43.338005,attempt,1,Student answer text here,188.1
int_988,user_44,content_50,2025-10-27T16:35:43.338020,complete,0,Partial response,208.63
int_989,user_44,content_12,2025-10-22T16:35:43.338030,view,0,Partial response,52.49
int_990,user_44,content_57,2025-10-23T16:35:43.338041,complete,1,Student answer text here,225.51
int_991,user_44,content_49,2025-10-19T16:35:43.338051,attempt,1,Student answer text here,122.16
int_992,user_44,content_59,2025-10-25T16:35:43.338063,view,0,Partial response,51.12
int_993,user_44,content_39,2025-10-18T16:35:43.338073,view,1,Student answer text here,147.13
int_994,user_45,content_1,2025-10-27T16:35:43.338086,view,1,Student answer text here,76.37
int_995,user_45,content_31,2025-10-22T16:35:43.338096,complete,1,Student answer text here,290.77
int_996,user_45,content_39,2025-10-24T16:35:43.338111,complete,1,Student answer text here,249.55
int_997,user_45,content_40,2025-10-18T16:35:43.338120,complete,1,Student answer text here,212.28
int_998,user_45,content_52,2025-10-27T16:35:43.338131,view,1,Student answer text here,66.48
int_999,user_45,content_13,2025-10-28T16:35:43.338140,complete,0,Partial response,292.04
int_1000,user_45,content_55,2025-10-25T16:35:43.338151,attempt,0,Partial response,205.13
int_1001,user_45,content_42,2025-10-22T16:35:43.338162,complete,0,Partial response,261.71
int_1002,user_45,content_35,2025-10-27T16:35:43.338173,attempt,0,Partial response,237.82
int_1003,user_45,content_10,2025-10-22T16:35:43.338183,view,1,Student answer text here,61.44
int_1004,user_45,content_58,2025-10-21T16:35:43.338194,attempt,0,Partial response,157.3
int_1005,user_45,content_56,2025-10-19T16:35:43.338205,view,1,Student answer text here,84.36
int_1006,user_45,content_37,2025-10-28T16:35:43.338215,attempt,1,Student answer text here,32.13
int_1007,user_45,content_41,2025-10-22T16:35:43.338226,attempt,1,Student answer text here,229.01
int_1008,user_45,content_39,2025-10-28T16:35:43.338238,attempt,1,Student answer text here,137.91
int_1009,user_46,content_15,2025-10-20T16:35:43.338251,view,0,Partial response,143.94
int_1010,user_46,content_21,2025-10-24T16:35:43.338262,complete,0,Partial response,142.63
int_1011,user_46,content_31,2025-10-21T16:35:43.338272,complete,0,Partial response,283.52
int_1012,user_46,content_23,2025-10-22T16:35:43.338282,view,1,Student answer text here,73.56
int_1013,user_46,content_47,2025-10-21T16:35:43.338309,attempt,0,Partial response,148.29
int_1014,user_46,content_33,2025-10-19T16:35:43.338320,complete,0,Partial response,121.57
int_1015,user_46,content_39,2025-10-26T16:35:43.338339,attempt,1,Student answer text here,225.21
int_1016,user_46,content_25,2025-10-18T16:35:43.338351,complete,1,Student answer text here,228.34
int_1017,user_46,content_51,2025-10-26T16:35:43.338363,complete,1,Student answer text here,85.95
int_1018,user_46,content_45,2025-10-18T16:35:43.338376,attempt,0,Partial response,64.86
int_1019,user_46,content_13,2025-10-19T16:35:43.338387,attempt,0,Partial response,57.24
int_1020,user_46,content_27,2025-10-24T16:35:43.338403,view,1,Student answer text here,86.55
int_1021,user_46,content_4,2025-10-23T16:35:43.338413,attempt,0,Partial response,126.4
int_1022,user_46,content_11,2025-10-20T16:35:43.338425,view,0,Partial response,247.84
int_1023,user_46,content_22,2025-10-27T16:35:43.338436,complete,1,Student answer text here,91.21
int_1024,user_46,content_36,2025-10-21T16:35:43.338447,attempt,0,Partial response,298.29
int_1025,user_46,content_51,2025-10-28T16:35:43.338458,complete,1,Student answer text here,102.22
int_1026,user_46,content_10,2025-10-28T16:35:43.338470,attempt,0,Partial response,245.73
int_1027,user_46,content_54,2025-10-27T16:35:43.338484,complete,0,Partial response,194.61
int_1028,user_46,content_55,2025-10-20T16:35:43.338495,view,0,Partial response,166.97
int_1029,user_46,content_11,2025-10-25T16:35:43.338506,attempt,0,Partial response,72.4
int_1030,user_46,content_19,2025-10-20T16:35:43.338517,attempt,1,Student answer text here,227.79
int_1031,user_46,content_7,2025-10-18T16:35:43.338528,attempt,0,Partial response,120.34
int_1032,user_46,content_9,2025-10-25T16:35:43.338539,attempt,0,Partial response,291.8
int_1033,user_46,content_50,2025-10-25T16:35:43.338566,attempt,0,Partial response,122.16
int_1034,user_46,content_33,2025-10-27T16:35:43.338585,attempt,0,Partial response,130.56
int_1035,user_46,content_49,2025-10-23T16:35:43.338604,complete,1,Student answer text here,209.55
int_1036,user_46,content_10,2025-10-25T16:35:43.338639,view,1,Student answer text here,246.48
int_1037,user_46,content_27,2025-10-21T16:35:43.338652,complete,1,Student answer text here,244.54
int_1038,user_46,content_24,2025-10-21T16:35:43.338662,view,0,Partial response,237.94
int_1039,user_47,content_6,2025-10-23T16:35:43.338681,attempt,1,Student answer text here,295.13
int_1040,user_47,content_11,2025-10-28T16:35:43.338693,attempt,1,Student answer text here,234.98
int_1041,user_47,content_43,2025-10-19T16:35:43.338703,view,0,Partial response,293.99
int_1042,user_47,content_46,2025-10-22T16:35:43.338716,attempt,1,Student answer text here,269.16
int_1043,user_47,content_45,2025-10-23T16:35:43.338727,attempt,1,Student answer text here,32.13
int_1044,user_47,content_18,2025-10-22T16:35:43.338761,attempt,0,Partial response,203.85
int_1045,user_47,content_57,2025-10-23T16:35:43.338773,complete,1,Student answer text here,139.22
int_1046,user_47,content_13,2025-10-27T16:35:43.338784,view,1,Student answer text here,175.11
int_1047,user_47,content_25,2025-10-20T16:35:43.338794,complete,0,Partial response,106.66
int_1048,user_47,content_6,2025-10-20T16:35:43.338844,attempt,1,Student answer text here,234.4
int_1049,user_47,content_11,2025-10-28T16:35:43.338865,complete,0,Partial response,189.98
int_1050,user_47,content_16,2025-10-22T16:35:43.338954,complete,1,Student answer text here,59.82
int_1051,user_47,content_4,2025-10-24T16:35:43.338997,complete,1,Student answer text here,167.02
int_1052,user_47,content_8,2025-10-18T16:35:43.339025,view,0,Partial response,151.16
int_1053,user_47,content_37,2025-10-21T16:35:43.339038,attempt,0,Partial response,295.4
int_1054,user_47,content_52,2025-10-23T16:35:43.339054,attempt,0,Partial response,106.82
int_1055,user_47,content_51,2025-10-22T16:35:43.339067,complete,0,Partial response,229.13
int_1056,user_48,content_21,2025-10-23T16:35:43.339090,attempt,0,Partial response,56.46
int_1057,user_48,content_46,2025-10-22T16:35:43.339105,view,1,Student answer text here,54.91
int_1058,user_48,content_28,2025-10-21T16:35:43.339117,view,0,Partial response,150.46
int_1059,user_48,content_24,2025-10-19T16:35:43.339127,complete,1,Student answer text here,170.12
int_1060,user_48,content_26,2025-10-19T16:35:43.339137,attempt,1,Student answer text here,201.84
int_1061,user_48,content_29,2025-10-22T16:35:43.339146,view,1,Student answer text here,68.97
int_1062,user_48,content_9,2025-10-21T16:35:43.339157,view,1,Student answer text here,291.37
int_1063,user_48,content_33,2025-10-25T16:35:43.339167,attempt,0,Partial response,157.81
int_1064,user_48,content_48,2025-10-20T16:35:43.339181,attempt,0,Partial response,278.86
int_1065,user_48,content_8,2025-10-27T16:35:43.339193,view,1,Student answer text here,129.79
int_1066,user_48,content_19,2025-10-20T16:35:43.339203,view,0,Partial response,61.79
int_1067,user_48,content_20,2025-10-24T16:35:43.339213,attempt,1,Student answer text here,161.2
int_1068,user_48,content_51,2025-10-26T16:35:43.339224,complete,0,Partial response,143.87
int_1069,user_48,content_60,2025-10-24T16:35:43.339235,view,1,Student answer text here,79.43
int_1070,user_48,content_48,2025-10-28T16:35:43.339245,view,1,Student answer text here,177.84
int_1071,user_48,content_5,2025-10-22T16:35:43.339257,attempt,0,Partial response,184.73
int_1072,user_48,content_37,2025-10-23T16:35:43.339278,attempt,1,Student answer text here,158.31
int_1073,user_48,content_47,2025-10-26T16:35:43.339293,complete,0,Partial response,201.84
int_1074,user_49,content_43,2025-10-26T16:35:43.339317,complete,1,Student answer text here,117.81
int_1075,user_49,content_52,2025-10-22T16:35:43.339328,view,1,Student answer text here,273.07
int_1076,user_49,content_22,2025-10-18T16:35:43.339338,attempt,0,Partial response,228.7
int_1077,user_49,content_42,2025-10-26T16:35:43.339350,complete,0,Partial response,36.7
int_1078,user_49,content_41,2025-10-20T16:35:43.339362,complete,1,Student answer text here,63.42
int_1079,user_49,content_36,2025-10-25T16:35:43.339372,complete,0,Partial response,176.3
int_1080,user_49,content_49,2025-10-19T16:35:43.339383,complete,0,Partial response,81.14
int_1081,user_49,content_31,2025-10-27T16:35:43.339393,complete,0,Partial response,282.77
int_1082,user_49,content_12,2025-10-24T16:35:43.339403,view,0,Partial response,96.23
int_1083,user_49,content_46,2025-10-27T16:35:43.339413,complete,1,Student answer text here,193.85
int_1084,user_49,content_26,2025-10-21T16:35:43.339430,view,0,Partial response,121.79
int_1085,user_49,content_12,2025-10-28T16:35:43.339439,complete,1,Student answer text here,115.69
int_1086,user_49,content_17,2025-10-27T16:35:43.339450,view,0,Partial response,176.28
int_1087,user_49,content_19,2025-10-26T16:35:43.339461,attempt,0,Partial response,237.44
int_1088,user_49,content_10,2025-10-22T16:35:43.339472,complete,1,Student answer text here,75.68
int_1089,user_49,content_40,2025-10-26T16:35:43.339483,view,1,Student answer text here,222.59
int_1090,user_49,content_20,2025-10-27T16:35:43.339494,attempt,1,Student answer text here,68.46
int_1091,user_49,content_58,2025-10-24T16:35:43.339510,attempt,1,Student answer text here,284.23
int_1092,user_49,content_58,2025-10-28T16:35:43.339522,view,0,Partial response,94.7
int_1093,user_49,content_39,2025-10-21T16:35:43.339537,complete,0,Partial response,233.15
int_1094,user_49,content_25,2025-10-24T16:35:43.339549,view,0,Partial response,115.95
int_1095,user_49,content_36,2025-10-27T16:35:43.339714,attempt,1,Student answer text here,37.8
int_1096,user_49,content_41,2025-10-28T16:35:43.339764,attempt,0,Partial response,179.6
int_1097,user_49,content_38,2025-10-25T16:35:43.339778,complete,0,Partial response,205.92
int_1098,user_49,content_9,2025-10-19T16:35:43.339789,attempt,1,Student answer text here,150.42
int_1099,user_49,content_55,2025-10-26T16:35:43.339799,attempt,0,Partial response,175.92
int_1100,user_49,content_11,2025-10-20T16:35:43.339809,attempt,0,Partial response,289.57
int_1101,user_49,content_36,2025-10-28T16:35:43.339818,view,1,Student answer text here,249.41
int_1102,user_49,content_54,2025-10-18T16:35:43.339831,view,1,Student answer text here,30.15
int_1103,user_50,content_18,2025-10-18T16:35:43.339844,attempt,1,Student answer text here,299.8
int_1104,user_50,content_54,2025-10-19T16:35:43.339854,complete,0,Partial response,105.95
int_1105,user_50,content_11,2025-10-24T16:35:43.339864,view,0,Partial response,136.73
int_1106,user_50,content_8,2025-10-20T16:35:43.339883,attempt,0,Partial response,267.14
int_1107,user_50,content_14,2025-10-18T16:35:43.339894,attempt,1,Student answer text here,201.5
int_1108,user_50,content_49,2025-10-24T16:35:43.339903,view,1,Student answer text here,208.81
int_1109,user_50,content_21,2025-10-25T16:35:43.339913,attempt,1,Student answer text here,288.93
int_1110,user_50,content_22,2025-10-26T16:35:43.339975,complete,0,Partial response,279.01
int_1111,user_50,content_39,2025-10-28T16:35:43.339988,view,1,Student answer text here,211.63
int_1112,user_50,content_27,2025-10-22T16:35:43.339999,complete,1,Student answer text here,51.91
int_1113,user_50,content_57,2025-10-20T16:35:43.340019,view,0,Partial response,270.99
int_1114,user_50,content_53,2025-10-18T16:35:43.340036,view,1,Student answer text here,125.31
int_1115,user_50,content_53,2025-10-19T16:35:43.340045,attempt,1,Student answer text here,134.42
int_1116,user_50,content_54,2025-10-27T16:35:43.340058,attempt,0,Partial response,130.03
int_1117,user_50,content_13,2025-10-28T16:35:43.340067,view,1,Student answer text here,230.65
int_1118,user_50,content_49,2025-10-18T16:35:43.340076,complete,1,Student answer text here,126.61
int_1119,user_50,content_6,2025-10-25T16:35:43.340086,view,1,Student answer text here,294.63
int_1120,user_50,content_24,2025-10-24T16:35:43.340094,attempt,0,Partial response,274.22
int_1121,user_50,content_46,2025-10-28T16:35:43.340103,view,0,Partial response,295.75
int_1122,user_50,content_41,2025-10-27T16:35:43.340112,attempt,1,Student answer text here,183.66
int_1123,user_50,content_32,2025-10-20T16:35:43.340121,view,0,Partial response,208.16
int_1124,user_50,content_37,2025-10-27T16:35:43.340131,complete,0,Partial response,64.63
int_1125,user_50,content_5,2025-10-24T16:35:43.340141,complete,0,Partial response,260.98
int_1126,user_50,content_57,2025-10-25T16:35:43.340152,complete,1,Student answer text here,36.24
int_1127,user_50,content_45,2025-10-18T16:35:43.340161,complete,1,Student answer text here,268.44
int_1128,user_50,content_1,2025-10-18T16:35:43.340172,complete,1,Student answer text here,284.63
int_1129,user_50,content_4,2025-10-22T16:35:43.340182,attempt,1,Student answer text here,103.99
int_1130,user_50,content_44,2025-10-21T16:35:43.340193,attempt,1,Student answer text here,169.66
int_1131,user_50,content_3,2025-10-28T16:35:43.340203,attempt,0,Partial response,277.97
int_1132,user_50,content_35,2025-10-23T16:35:43.340216,view,1,Student answer text here,135.8
int_1133,user_51,content_6,2025-10-25T16:35:43.340229,complete,0,Partial response,144.43
int_1134,user_51,content_5,2025-10-25T16:35:43.340239,view,0,Partial response,118.89
int_1135,user_51,content_5,2025-10-28T16:35:43.340248,attempt,0,Partial response,146.63
int_1136,user_51,content_2,2025-10-24T16:35:43.340258,view,1,Student answer text here,59.12
int_1137,user_51,content_16,2025-10-28T16:35:43.340268,attempt,1,Student answer text here,170.31
int_1138,user_51,content_16,2025-10-19T16:35:43.340278,complete,0,Partial response,148.4
int_1139,user_51,content_7,2025-10-19T16:35:43.340288,view,1,Student answer text here,53.09
int_1140,user_51,content_4,2025-10-22T16:35:43.340297,attempt,0,Partial response,270.32
int_1141,user_51,content_45,2025-10-26T16:35:43.340311,view,0,Partial response,278.16
int_1142,user_51,content_29,2025-10-24T16:35:43.340331,complete,0,Partial response,199.07
int_1143,user_51,content_5,2025-10-18T16:35:43.340344,view,0,Partial response,181.0
int_1144,user_51,content_19,2025-10-22T16:35:43.340354,view,1,Student answer text here,196.67
int_1145,user_51,content_27,2025-10-19T16:35:43.340363,complete,0,Partial response,198.48
int_1146,user_51,content_30,2025-10-21T16:35:43.340374,attempt,1,Student answer text here,267.58
int_1147,user_51,content_40,2025-10-23T16:35:43.340388,complete,0,Partial response,283.15
int_1148,user_51,content_51,2025-10-21T16:35:43.340400,complete,0,Partial response,118.61
int_1149,user_51,content_13,2025-10-27T16:35:43.340410,view,0,Partial response,190.7
int_1150,user_51,content_5,2025-10-19T16:35:43.340419,view,0,Partial response,202.09
int_1151,user_51,content_17,2025-10-22T16:35:43.340429,attempt,1,Student answer text here,225.65
int_1152,user_51,content_29,2025-10-25T16:35:43.340443,view,0,Partial response,245.2
int_1153,user_51,content_4,2025-10-24T16:35:43.340452,complete,0,Partial response,147.68
int_1154,user_51,content_42,2025-10-24T16:35:43.340463,complete,1,Student answer text here,269.01
int_1155,user_51,content_50,2025-10-26T16:35:43.340473,attempt,0,Partial response,113.34
int_1156,user_51,content_22,2025-10-23T16:35:43.340484,view,1,Student answer text here,169.77
int_1157,user_51,content_43,2025-10-28T16:35:43.340494,view,0,Partial response,166.92
int_1158,user_52,content_28,2025-10-25T16:35:43.340507,view,1,Student answer text here,202.95
int_1159,user_52,content_13,2025-10-23T16:35:43.340517,view,0,Partial response,210.32
int_1160,user_52,content_45,2025-10-19T16:35:43.340528,complete,1,Student answer text here,119.41
int_1161,user_52,content_38,2025-10-19T16:35:43.340539,attempt,1,Student answer text here,143.05
int_1162,user_52,content_11,2025-10-21T16:35:43.340551,view,0,Partial response,163.9
int_1163,user_52,content_59,2025-10-18T16:35:43.340563,view,0,Partial response,217.17
int_1164,user_52,content_30,2025-10-25T16:35:43.340574,attempt,0,Partial response,228.34
int_1165,user_52,content_53,2025-10-22T16:35:43.340586,view,1,Student answer text here,138.08
int_1166,user_52,content_53,2025-10-23T16:35:43.340598,view,0,Partial response,49.91
int_1167,user_52,content_2,2025-10-26T16:35:43.340609,attempt,0,Partial response,148.91
int_1168,user_52,content_41,2025-10-28T16:35:43.340621,view,1,Student answer text here,83.76
int_1169,user_52,content_19,2025-10-25T16:35:43.340633,attempt,0,Partial response,224.09
int_1170,user_52,content_22,2025-10-26T16:35:43.340644,view,0,Partial response,35.8
int_1171,user_52,content_54,2025-10-27T16:35:43.340794,view,1,Student answer text here,254.49
int_1172,user_52,content_9,2025-10-18T16:35:43.340822,view,1,Student answer text here,121.36
int_1173,user_52,content_14,2025-10-21T16:35:43.340840,view,1,Student answer text here,129.8
int_1174,user_53,content_43,2025-10-20T16:35:43.340855,complete,0,Partial response,268.05
int_1175,user_53,content_57,2025-10-27T16:35:43.340867,view,0,Partial response,268.34
int_1176,user_53,content_9,2025-10-25T16:35:43.340877,complete,0,Partial response,132.11
int_1177,user_53,content_24,2025-10-19T16:35:43.340887,attempt,1,Student answer text here,293.79
int_1178,user_53,content_16,2025-10-19T16:35:43.340896,complete,0,Partial response,81.06
int_1179,user_53,content_35,2025-10-26T16:35:43.340911,attempt,1,Student answer text here,96.74
int_1180,user_53,content_41,2025-10-26T16:35:43.341008,complete,1,Student answer text here,291.46
int_1181,user_53,content_57,2025-10-25T16:35:43.341050,complete,1,Student answer text here,51.98
int_1182,user_53,content_31,2025-10-26T16:35:43.341064,complete,0,Partial response,134.79
int_1183,user_53,content_57,2025-10-21T16:35:43.341074,complete,1,Student answer text here,155.35
int_1184,user_53,content_21,2025-10-20T16:35:43.341084,complete,1,Student answer text here,160.49
int_1185,user_53,content_32,2025-10-24T16:35:43.341094,complete,1,Student answer text here,138.26
int_1186,user_53,content_59,2025-10-25T16:35:43.341104,view,0,Partial response,271.62
int_1187,user_53,content_29,2025-10-22T16:35:43.341114,view,0,Partial response,112.62
int_1188,user_53,content_57,2025-10-19T16:35:43.341124,view,1,Student answer text here,282.58
int_1189,user_53,content_24,2025-10-20T16:35:43.341135,view,1,Student answer text here,66.27
int_1190,user_53,content_6,2025-10-21T16:35:43.341146,complete,1,Student answer text here,124.93
int_1191,user_53,content_38,2025-10-21T16:35:43.341166,complete,0,Partial response,197.7
int_1192,user_53,content_28,2025-10-21T16:35:43.341182,attempt,1,Student answer text here,140.42
int_1193,user_53,content_52,2025-10-23T16:35:43.341193,attempt,1,Student answer text here,133.24
int_1194,user_53,content_12,2025-10-25T16:35:43.341203,attempt,1,Student answer text here,204.25
int_1195,user_53,content_23,2025-10-24T16:35:43.341212,complete,0,Partial response,168.45
int_1196,user_53,content_42,2025-10-24T16:35:43.341222,view,0,Partial response,56.57
int_1197,user_53,content_5,2025-10-28T16:35:43.341232,complete,1,Student answer text here,84.08
int_1198,user_53,content_13,2025-10-24T16:35:43.341241,attempt,1,Student answer text here,231.21
int_1199,user_53,content_50,2025-10-25T16:35:43.341251,complete,1,Student answer text here,193.09
int_1200,user_54,content_55,2025-10-28T16:35:43.341266,attempt,1,Student answer text here,106.1
int_1201,user_54,content_23,2025-10-22T16:35:43.341276,complete,1,Student answer text here,234.61
int_1202,user_54,content_1,2025-10-18T16:35:43.341287,complete,1,Student answer text here,297.1
int_1203,user_54,content_10,2025-10-25T16:35:43.341297,view,1,Student answer text here,225.3
int_1204,user_54,content_14,2025-10-25T16:35:43.341307,complete,1,Student answer text here,188.49
int_1205,user_54,content_36,2025-10-21T16:35:43.341316,attempt,1,Student answer text here,243.82
int_1206,user_54,content_21,2025-10-22T16:35:43.341325,complete,0,Partial response,142.78
int_1207,user_54,content_29,2025-10-20T16:35:43.341335,view,1,Student answer text here,131.17
int_1208,user_54,content_37,2025-10-24T16:35:43.341345,complete,0,Partial response,32.61
int_1209,user_54,content_52,2025-10-23T16:35:43.341355,view,1,Student answer text here,143.17
int_1210,user_54,content_44,2025-10-20T16:35:43.341374,attempt,1,Student answer text here,118.04
int_1211,user_54,content_2,2025-10-26T16:35:43.341389,view,0,Partial response,293.86
int_1212,user_54,content_22,2025-10-22T16:35:43.341401,view,1,Student answer text here,286.15
int_1213,user_54,content_5,2025-10-25T16:35:43.341411,attempt,1,Student answer text here,59.33
int_1214,user_54,content_37,2025-10-18T16:35:43.341421,attempt,1,Student answer text here,55.18
int_1215,user_54,content_7,2025-10-28T16:35:43.341430,complete,0,Partial response,192.91
int_1216,user_54,content_2,2025-10-25T16:35:43.341439,view,0,Partial response,276.06
int_1217,user_54,content_25,2025-10-25T16:35:43.341449,view,1,Student answer text here,108.6
int_1218,user_54,content_34,2025-10-21T16:35:43.341458,view,0,Partial response,129.54
int_1219,user_55,content_11,2025-10-22T16:35:43.341469,attempt,1,Student answer text here,72.4
int_1220,user_55,content_8,2025-10-20T16:35:43.341479,attempt,0,Partial response,159.13
int_1221,user_55,content_5,2025-10-25T16:35:43.341488,view,1,Student answer text here,265.02
int_1222,user_55,content_20,2025-10-18T16:35:43.341498,attempt,1,Student answer text here,72.87
int_1223,user_55,content_37,2025-10-19T16:35:43.341508,view,1,Student answer text here,165.67
int_1224,user_55,content_44,2025-10-24T16:35:43.341518,view,1,Student answer text here,32.01
int_1225,user_55,content_10,2025-10-27T16:35:43.341527,attempt,1,Student answer text here,193.31
int_1226,user_55,content_16,2025-10-19T16:35:43.341537,attempt,1,Student answer text here,154.26
int_1227,user_55,content_37,2025-10-27T16:35:43.341548,attempt,0,Partial response,204.5
int_1228,user_55,content_59,2025-10-23T16:35:43.341560,complete,1,Student answer text here,257.51
int_1229,user_55,content_51,2025-10-22T16:35:43.341571,complete,1,Student answer text here,252.33
int_1230,user_55,content_55,2025-10-22T16:35:43.341585,view,0,Partial response,78.49
int_1231,user_55,content_40,2025-10-21T16:35:43.341597,attempt,1,Student answer text here,275.92
int_1232,user_55,content_12,2025-10-22T16:35:43.341607,complete,0,Partial response,285.34
int_1233,user_55,content_16,2025-10-24T16:35:43.341618,complete,0,Partial response,175.19
int_1234,user_56,content_45,2025-10-21T16:35:43.341631,attempt,0,Partial response,297.95
int_1235,user_56,content_36,2025-10-23T16:35:43.341642,view,0,Partial response,233.96
int_1236,user_56,content_33,2025-10-22T16:35:43.341652,attempt,1,Student answer text here,74.51
int_1237,user_56,content_14,2025-10-21T16:35:43.341673,view,0,Partial response,49.76
int_1238,user_56,content_45,2025-10-22T16:35:43.341683,attempt,1,Student answer text here,231.41
int_1239,user_56,content_55,2025-10-22T16:35:43.341692,view,0,Partial response,32.9
int_1240,user_56,content_8,2025-10-23T16:35:43.341702,complete,0,Partial response,232.14
int_1241,user_56,content_32,2025-10-27T16:35:43.341712,view,1,Student answer text here,178.08
int_1242,user_56,content_16,2025-10-26T16:35:43.341722,attempt,1,Student answer text here,251.52
int_1243,user_56,content_54,2025-10-26T16:35:43.341760,view,0,Partial response,193.89
int_1244,user_56,content_12,2025-10-27T16:35:43.341772,complete,1,Student answer text here,230.19
int_1245,user_56,content_11,2025-10-18T16:35:43.341784,view,0,Partial response,212.89
int_1246,user_56,content_10,2025-10-23T16:35:43.341795,view,1,Student answer text here,88.5
int_1247,user_56,content_3,2025-10-21T16:35:43.341806,complete,0,Partial response,42.89
int_1248,user_56,content_41,2025-10-22T16:35:43.341817,complete,0,Partial response,113.25
int_1249,user_56,content_4,2025-10-28T16:35:43.341830,attempt,0,Partial response,237.12
int_1250,user_56,content_60,2025-10-23T16:35:43.341842,view,0,Partial response,84.0
int_1251,user_57,content_27,2025-10-28T16:35:43.341857,attempt,0,Partial response,251.54
int_1252,user_57,content_44,2025-10-25T16:35:43.341867,view,0,Partial response,245.17
int_1253,user_57,content_54,2025-10-26T16:35:43.341876,view,0,Partial response,142.23
int_1254,user_57,content_7,2025-10-23T16:35:43.341886,complete,1,Student answer text here,199.23
int_1255,user_57,content_40,2025-10-20T16:35:43.341895,attempt,0,Partial response,283.51
int_1256,user_57,content_8,2025-10-25T16:35:43.341966,view,0,Partial response,126.28
int_1257,user_57,content_12,2025-10-22T16:35:43.341977,complete,0,Partial response,115.38
int_1258,user_57,content_25,2025-10-21T16:35:43.341987,view,0,Partial response,47.82
int_1259,user_57,content_53,2025-10-18T16:35:43.341997,complete,1,Student answer text here,129.62
int_1260,user_57,content_5,2025-10-22T16:35:43.342008,attempt,0,Partial response,237.24
int_1261,user_57,content_32,2025-10-20T16:35:43.342017,complete,0,Partial response,76.29
int_1262,user_57,content_7,2025-10-18T16:35:43.342029,complete,1,Student answer text here,134.91
int_1263,user_57,content_60,2025-10-23T16:35:43.342041,view,0,Partial response,201.55
int_1264,user_57,content_57,2025-10-18T16:35:43.342052,attempt,1,Student answer text here,48.23
int_1265,user_57,content_2,2025-10-22T16:35:43.342063,complete,1,Student answer text here,202.96
int_1266,user_58,content_33,2025-10-25T16:35:43.342076,view,0,Partial response,196.41
int_1267,user_58,content_58,2025-10-24T16:35:43.342087,view,0,Partial response,229.24
int_1268,user_58,content_49,2025-10-19T16:35:43.342097,view,0,Partial response,46.18
int_1269,user_58,content_24,2025-10-24T16:35:43.342113,view,1,Student answer text here,70.95
int_1270,user_58,content_14,2025-10-25T16:35:43.342122,complete,0,Partial response,191.48
int_1271,user_58,content_29,2025-10-26T16:35:43.342132,attempt,1,Student answer text here,115.74
int_1272,user_58,content_51,2025-10-20T16:35:43.342150,attempt,0,Partial response,204.97
int_1273,user_58,content_19,2025-10-25T16:35:43.342161,complete,0,Partial response,119.44
int_1274,user_58,content_16,2025-10-20T16:35:43.342170,view,0,Partial response,274.79
