user_id,rec_list,chosen_item,rationale,timestamp
user_45,"[""content_45"", ""content_46"", ""content_39""]",content_39,Based on College and goal Researcher.,2025-10-28T16:51:11.841503
user_46,"[""content_14"", ""content_51"", ""content_44""]",content_14,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841513
user_46,"[""content_14"", ""content_37"", ""content_56""]",content_37,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841523
user_46,"[""content_19"", ""content_17"", ""content_3""]",content_19,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841532
user_46,"[""content_56"", ""content_36"", ""content_59""]",content_56,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841541
user_46,"[""content_21"", ""content_16"", ""content_49""]",content_21,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841550
user_46,"[""content_53"", ""content_26"", ""content_60""]",content_26,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841564
user_46,"[""content_25"", ""content_40"", ""content_56""]",content_56,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841574
user_46,"[""content_42"", ""content_12"", ""content_17""]",content_42,Based on 10th and goal Data Scientist.,2025-10-28T16:51:11.841584
user_47,"[""content_31"", ""content_59"", ""content_16""]",content_16,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841594
user_47,"[""content_60"", ""content_46"", ""content_11""]",content_60,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841603
user_47,"[""content_47"", ""content_35"", ""content_56""]",content_35,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841612
user_47,"[""content_42"", ""content_10"", ""content_3""]",content_42,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841621
user_47,"[""content_16"", ""content_44"", ""content_12""]",content_16,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841630
user_47,"[""content_37"", ""content_7"", ""content_17""]",content_17,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841639
user_47,"[""content_1"", ""content_5"", ""content_28""]",content_28,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841648
user_47,"[""content_13"", ""content_15"", ""content_49""]",content_13,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841658
user_48,"[""content_18"", ""content_19"", ""content_9""]",content_18,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841669
user_48,"[""content_20"", ""content_32"", ""content_43""]",content_20,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841678
user_48,"[""content_39"", ""content_38"", ""content_34""]",content_39,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841687
user_48,"[""content_57"", ""content_39"", ""content_1""]",content_1,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841696
user_48,"[""content_31"", ""content_22"", ""content_53""]",content_22,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841705
user_48,"[""content_56"", ""content_6"", ""content_22""]",content_6,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841715
user_48,"[""content_45"", ""content_22"", ""content_9""]",content_22,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841724
user_48,"[""content_4"", ""content_59"", ""content_60""]",content_59,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841753
user_48,"[""content_21"", ""content_28"", ""content_37""]",content_37,Based on 12th and goal Researcher.,2025-10-28T16:51:11.841770
user_49,"[""content_40"", ""content_5"", ""content_13""]",content_13,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841783
user_49,"[""content_15"", ""content_8"", ""content_2""]",content_15,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841793
user_49,"[""content_46"", ""content_54"", ""content_26""]",content_54,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841802
user_49,"[""content_16"", ""content_14"", ""content_44""]",content_16,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841812
user_49,"[""content_12"", ""content_50"", ""content_49""]",content_50,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841821
user_49,"[""content_41"", ""content_47"", ""content_50""]",content_41,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841830
user_49,"[""content_59"", ""content_9"", ""content_32""]",content_9,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841839
user_49,"[""content_30"", ""content_14"", ""content_5""]",content_14,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841849
user_49,"[""content_57"", ""content_47"", ""content_33""]",content_33,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.841858
user_50,"[""content_26"", ""content_60"", ""content_20""]",content_20,Based on 12th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.841869
user_50,"[""content_31"", ""content_2"", ""content_60""]",content_2,Based on 12th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.841878
user_50,"[""content_1"", ""content_14"", ""content_36""]",content_14,Based on 12th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.841887
user_50,"[""content_4"", ""content_16"", ""content_25""]",content_4,Based on 12th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.841897
user_50,"[""content_22"", ""content_40"", ""content_21""]",content_22,Based on 12th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.841908
user_51,"[""content_33"", ""content_51"", ""content_20""]",content_33,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841919
user_51,"[""content_41"", ""content_19"", ""content_6""]",content_6,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841929
user_51,"[""content_53"", ""content_3"", ""content_41""]",content_3,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841940
user_51,"[""content_51"", ""content_46"", ""content_20""]",content_20,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841949
user_51,"[""content_4"", ""content_9"", ""content_58""]",content_9,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841958
user_51,"[""content_18"", ""content_2"", ""content_44""]",content_44,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841967
user_51,"[""content_56"", ""content_28"", ""content_31""]",content_28,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841982
user_51,"[""content_33"", ""content_11"", ""content_28""]",content_11,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.841991
user_51,"[""content_27"", ""content_9"", ""content_24""]",content_24,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.842000
user_52,"[""content_54"", ""content_60"", ""content_28""]",content_54,Based on College and goal AI Engineer.,2025-10-28T16:51:11.842010
user_52,"[""content_1"", ""content_54"", ""content_3""]",content_1,Based on College and goal AI Engineer.,2025-10-28T16:51:11.842019
user_52,"[""content_46"", ""content_26"", ""content_13""]",content_13,Based on College and goal AI Engineer.,2025-10-28T16:51:11.842028
user_52,"[""content_43"", ""content_23"", ""content_41""]",content_23,Based on College and goal AI Engineer.,2025-10-28T16:51:11.842038
user_52,"[""content_57"", ""content_51"", ""content_17""]",content_51,Based on College and goal AI Engineer.,2025-10-28T16:51:11.842047
user_53,"[""content_5"", ""content_19"", ""content_37""]",content_19,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842057
user_53,"[""content_18"", ""content_21"", ""content_39""]",content_21,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842067
user_53,"[""content_42"", ""content_38"", ""content_14""]",content_42,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842076
user_53,"[""content_34"", ""content_60"", ""content_14""]",content_14,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842085
user_53,"[""content_45"", ""content_50"", ""content_37""]",content_37,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842094
user_53,"[""content_32"", ""content_48"", ""content_37""]",content_37,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842103
user_53,"[""content_46"", ""content_18"", ""content_54""]",content_54,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842113
user_53,"[""content_51"", ""content_5"", ""content_17""]",content_17,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842123
user_53,"[""content_59"", ""content_46"", ""content_33""]",content_46,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842133
user_53,"[""content_3"", ""content_38"", ""content_48""]",content_48,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.842143
user_54,"[""content_53"", ""content_21"", ""content_1""]",content_21,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842154
user_54,"[""content_39"", ""content_45"", ""content_52""]",content_52,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842163
user_54,"[""content_14"", ""content_10"", ""content_53""]",content_10,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842172
user_54,"[""content_50"", ""content_56"", ""content_28""]",content_56,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842181
user_54,"[""content_14"", ""content_9"", ""content_48""]",content_14,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842190
user_54,"[""content_38"", ""content_17"", ""content_58""]",content_17,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842199
user_54,"[""content_7"", ""content_9"", ""content_11""]",content_11,Based on 11th and goal Software Engineer.,2025-10-28T16:51:11.842209
user_55,"[""content_38"", ""content_46"", ""content_60""]",content_60,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842242
user_55,"[""content_52"", ""content_42"", ""content_5""]",content_5,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842399
user_55,"[""content_56"", ""content_59"", ""content_7""]",content_59,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842421
user_55,"[""content_40"", ""content_19"", ""content_36""]",content_19,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842431
user_55,"[""content_15"", ""content_17"", ""content_2""]",content_15,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842441
user_55,"[""content_45"", ""content_5"", ""content_12""]",content_12,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842450
user_55,"[""content_29"", ""content_28"", ""content_48""]",content_48,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842460
user_55,"[""content_59"", ""content_57"", ""content_11""]",content_59,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842469
user_55,"[""content_59"", ""content_13"", ""content_53""]",content_53,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842478
user_56,"[""content_46"", ""content_59"", ""content_20""]",content_59,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842490
user_56,"[""content_20"", ""content_12"", ""content_53""]",content_53,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842500
user_56,"[""content_11"", ""content_22"", ""content_26""]",content_26,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842509
user_56,"[""content_30"", ""content_48"", ""content_33""]",content_33,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842518
user_56,"[""content_32"", ""content_5"", ""content_55""]",content_55,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842527
user_56,"[""content_50"", ""content_33"", ""content_34""]",content_50,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842536
user_56,"[""content_59"", ""content_9"", ""content_14""]",content_9,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842546
user_56,"[""content_34"", ""content_42"", ""content_35""]",content_35,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842555
user_56,"[""content_31"", ""content_4"", ""content_22""]",content_22,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842564
user_57,"[""content_55"", ""content_19"", ""content_5""]",content_19,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842575
user_57,"[""content_34"", ""content_4"", ""content_25""]",content_25,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842584
user_57,"[""content_5"", ""content_47"", ""content_13""]",content_13,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842594
user_57,"[""content_47"", ""content_17"", ""content_37""]",content_37,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842603
user_57,"[""content_24"", ""content_26"", ""content_20""]",content_26,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842612
user_57,"[""content_48"", ""content_37"", ""content_39""]",content_39,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842623
user_57,"[""content_56"", ""content_18"", ""content_26""]",content_56,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842633
user_57,"[""content_49"", ""content_44"", ""content_21""]",content_21,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842642
user_57,"[""content_28"", ""content_44"", ""content_29""]",content_29,Based on 11th and goal Researcher.,2025-10-28T16:51:11.842651
user_58,"[""content_37"", ""content_50"", ""content_51""]",content_50,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842661
user_58,"[""content_13"", ""content_57"", ""content_44""]",content_44,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842671
user_58,"[""content_16"", ""content_1"", ""content_55""]",content_55,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842680
user_58,"[""content_55"", ""content_59"", ""content_29""]",content_55,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842689
user_58,"[""content_13"", ""content_26"", ""content_52""]",content_13,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842699
user_58,"[""content_4"", ""content_54"", ""content_35""]",content_4,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842708
user_58,"[""content_37"", ""content_57"", ""content_10""]",content_57,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.842717
user_59,"[""content_25"", ""content_26"", ""content_9""]",content_25,Based on 11th and goal Entrepreneur.,2025-10-28T16:51:11.842730
user_59,"[""content_7"", ""content_27"", ""content_21""]",content_27,Based on 11th and goal Entrepreneur.,2025-10-28T16:51:11.842768
user_59,"[""content_58"", ""content_21"", ""content_47""]",content_21,Based on 11th and goal Entrepreneur.,2025-10-28T16:51:11.842781
user_59,"[""content_44"", ""content_33"", ""content_27""]",content_33,Based on 11th and goal Entrepreneur.,2025-10-28T16:51:11.842790
user_59,"[""content_22"", ""content_32"", ""content_43""]",content_43,Based on 11th and goal Entrepreneur.,2025-10-28T16:51:11.842799
user_60,"[""content_21"", ""content_49"", ""content_23""]",content_49,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842810
user_60,"[""content_23"", ""content_7"", ""content_12""]",content_7,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842820
user_60,"[""content_31"", ""content_28"", ""content_18""]",content_31,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842829
user_60,"[""content_1"", ""content_4"", ""content_25""]",content_25,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842839
user_60,"[""content_29"", ""content_22"", ""content_34""]",content_22,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842848
user_60,"[""content_52"", ""content_34"", ""content_55""]",content_52,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842858
user_60,"[""content_19"", ""content_44"", ""content_4""]",content_44,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842867
user_60,"[""content_5"", ""content_27"", ""content_25""]",content_27,Based on 12th and goal AI Engineer.,2025-10-28T16:51:11.842876
user_61,"[""content_21"", ""content_7"", ""content_10""]",content_21,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842887
user_61,"[""content_58"", ""content_17"", ""content_56""]",content_17,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842896
user_61,"[""content_17"", ""content_5"", ""content_50""]",content_50,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842906
user_61,"[""content_38"", ""content_40"", ""content_31""]",content_40,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842915
user_61,"[""content_1"", ""content_10"", ""content_52""]",content_1,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842924
user_61,"[""content_13"", ""content_34"", ""content_27""]",content_27,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842933
user_61,"[""content_28"", ""content_2"", ""content_33""]",content_28,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.842942
user_62,"[""content_53"", ""content_31"", ""content_56""]",content_53,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842952
user_62,"[""content_47"", ""content_5"", ""content_29""]",content_47,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842962
user_62,"[""content_16"", ""content_27"", ""content_13""]",content_16,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842971
user_62,"[""content_57"", ""content_40"", ""content_20""]",content_40,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842986
user_62,"[""content_10"", ""content_59"", ""content_14""]",content_14,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.842996
user_62,"[""content_42"", ""content_27"", ""content_4""]",content_42,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.843005
user_62,"[""content_3"", ""content_52"", ""content_45""]",content_52,Based on 11th and goal Civil Engineer.,2025-10-28T16:51:11.843014
user_63,"[""content_4"", ""content_35"", ""content_40""]",content_40,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843024
user_63,"[""content_35"", ""content_15"", ""content_2""]",content_2,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843034
user_63,"[""content_50"", ""content_56"", ""content_18""]",content_18,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843043
user_63,"[""content_5"", ""content_14"", ""content_18""]",content_18,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843054
user_63,"[""content_38"", ""content_1"", ""content_50""]",content_1,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843063
user_63,"[""content_41"", ""content_5"", ""content_53""]",content_53,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843078
user_63,"[""content_31"", ""content_39"", ""content_32""]",content_32,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843087
user_63,"[""content_57"", ""content_32"", ""content_9""]",content_32,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843098
user_63,"[""content_22"", ""content_10"", ""content_36""]",content_10,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843108
user_63,"[""content_8"", ""content_14"", ""content_24""]",content_14,Based on 12th and goal Chemical Engineer.,2025-10-28T16:51:11.843118
user_64,"[""content_18"", ""content_34"", ""content_1""]",content_34,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843129
user_64,"[""content_21"", ""content_59"", ""content_3""]",content_59,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843298
user_64,"[""content_14"", ""content_23"", ""content_49""]",content_23,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843311
user_64,"[""content_49"", ""content_45"", ""content_32""]",content_45,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843321
user_64,"[""content_33"", ""content_1"", ""content_37""]",content_1,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843330
user_64,"[""content_32"", ""content_41"", ""content_15""]",content_15,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843340
user_64,"[""content_17"", ""content_44"", ""content_2""]",content_44,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843349
user_64,"[""content_38"", ""content_54"", ""content_41""]",content_41,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843359
user_64,"[""content_3"", ""content_9"", ""content_43""]",content_9,Based on 11th and goal AI Engineer.,2025-10-28T16:51:11.843368
user_65,"[""content_11"", ""content_46"", ""content_40""]",content_46,Based on 10th and goal Researcher.,2025-10-28T16:51:11.843379
user_65,"[""content_18"", ""content_10"", ""content_42""]",content_18,Based on 10th and goal Researcher.,2025-10-28T16:51:11.843389
user_65,"[""content_52"", ""content_15"", ""content_6""]",content_15,Based on 10th and goal Researcher.,2025-10-28T16:51:11.843399
user_65,"[""content_59"", ""content_34"", ""content_39""]",content_59,Based on 10th and goal Researcher.,2025-10-28T16:51:11.843408
user_65,"[""content_22"", ""content_34"", ""content_18""]",content_18,Based on 10th and goal Researcher.,2025-10-28T16:51:11.843417
user_66,"[""content_30"", ""content_13"", ""content_55""]",content_13,Based on 11th and goal Researcher.,2025-10-28T16:51:11.843427
user_66,"[""content_10"", ""content_3"", ""content_15""]",content_10,Based on 11th and goal Researcher.,2025-10-28T16:51:11.843436
user_66,"[""content_37"", ""content_48"", ""content_29""]",content_29,Based on 11th and goal Researcher.,2025-10-28T16:51:11.843446
user_66,"[""content_30"", ""content_31"", ""content_19""]",content_19,Based on 11th and goal Researcher.,2025-10-28T16:51:11.843456
user_66,"[""content_28"", ""content_30"", ""content_24""]",content_24,Based on 11th and goal Researcher.,2025-10-28T16:51:11.843465
user_67,"[""content_8"", ""content_43"", ""content_20""]",content_8,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843475
user_67,"[""content_33"", ""content_58"", ""content_28""]",content_28,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843484
user_67,"[""content_18"", ""content_59"", ""content_44""]",content_44,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843493
user_67,"[""content_47"", ""content_11"", ""content_13""]",content_47,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843502
user_67,"[""content_33"", ""content_34"", ""content_49""]",content_49,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843511
user_67,"[""content_9"", ""content_54"", ""content_39""]",content_54,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843521
user_67,"[""content_51"", ""content_42"", ""content_34""]",content_42,Based on 12th and goal Civil Engineer.,2025-10-28T16:51:11.843530
user_68,"[""content_33"", ""content_52"", ""content_18""]",content_33,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843540
user_68,"[""content_37"", ""content_27"", ""content_11""]",content_37,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843549
user_68,"[""content_42"", ""content_50"", ""content_15""]",content_42,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843558
user_68,"[""content_58"", ""content_28"", ""content_2""]",content_2,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843568
user_68,"[""content_42"", ""content_24"", ""content_47""]",content_47,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843578
user_68,"[""content_25"", ""content_46"", ""content_40""]",content_46,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843587
user_68,"[""content_11"", ""content_30"", ""content_27""]",content_30,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843596
user_68,"[""content_19"", ""content_60"", ""content_34""]",content_19,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843606
user_68,"[""content_7"", ""content_55"", ""content_29""]",content_7,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843615
user_68,"[""content_45"", ""content_1"", ""content_25""]",content_1,Based on College and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843624
user_69,"[""content_54"", ""content_38"", ""content_14""]",content_14,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.843634
user_69,"[""content_42"", ""content_59"", ""content_44""]",content_42,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.843643
user_69,"[""content_24"", ""content_6"", ""content_52""]",content_52,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.843653
user_69,"[""content_60"", ""content_58"", ""content_52""]",content_60,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.843662
user_69,"[""content_30"", ""content_35"", ""content_33""]",content_30,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.843671
user_69,"[""content_19"", ""content_50"", ""content_10""]",content_50,Based on College and goal Chemical Engineer.,2025-10-28T16:51:11.843680
user_70,"[""content_53"", ""content_22"", ""content_37""]",content_22,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843691
user_70,"[""content_27"", ""content_40"", ""content_36""]",content_36,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843701
user_70,"[""content_54"", ""content_2"", ""content_60""]",content_2,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843711
user_70,"[""content_60"", ""content_10"", ""content_16""]",content_60,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843721
user_70,"[""content_30"", ""content_47"", ""content_10""]",content_30,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843750
user_70,"[""content_42"", ""content_31"", ""content_8""]",content_31,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843767
user_70,"[""content_40"", ""content_33"", ""content_38""]",content_40,Based on College and goal Civil Engineer.,2025-10-28T16:51:11.843782
user_71,"[""content_57"", ""content_11"", ""content_15""]",content_11,Based on 12th and goal Researcher.,2025-10-28T16:51:11.843795
user_71,"[""content_44"", ""content_53"", ""content_37""]",content_44,Based on 12th and goal Researcher.,2025-10-28T16:51:11.843811
user_71,"[""content_3"", ""content_46"", ""content_53""]",content_46,Based on 12th and goal Researcher.,2025-10-28T16:51:11.843820
user_71,"[""content_21"", ""content_53"", ""content_18""]",content_18,Based on 12th and goal Researcher.,2025-10-28T16:51:11.843830
user_71,"[""content_35"", ""content_41"", ""content_29""]",content_35,Based on 12th and goal Researcher.,2025-10-28T16:51:11.843840
user_71,"[""content_43"", ""content_57"", ""content_36""]",content_57,Based on 12th and goal Researcher.,2025-10-28T16:51:11.843849
user_72,"[""content_29"", ""content_38"", ""content_21""]",content_21,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843859
user_72,"[""content_17"", ""content_5"", ""content_41""]",content_5,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843868
user_72,"[""content_27"", ""content_32"", ""content_21""]",content_32,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843878
user_72,"[""content_13"", ""content_38"", ""content_34""]",content_13,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843887
user_72,"[""content_53"", ""content_57"", ""content_56""]",content_56,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843897
user_72,"[""content_35"", ""content_40"", ""content_44""]",content_35,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843906
user_72,"[""content_54"", ""content_29"", ""content_48""]",content_54,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843915
user_72,"[""content_30"", ""content_33"", ""content_5""]",content_33,Based on 12th and goal Entrepreneur.,2025-10-28T16:51:11.843924
user_73,"[""content_5"", ""content_21"", ""content_32""]",content_32,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843935
user_73,"[""content_4"", ""content_36"", ""content_38""]",content_36,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843944
user_73,"[""content_24"", ""content_33"", ""content_39""]",content_39,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843953
user_73,"[""content_41"", ""content_25"", ""content_11""]",content_25,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843962
user_73,"[""content_53"", ""content_36"", ""content_14""]",content_14,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843971
user_73,"[""content_17"", ""content_36"", ""content_33""]",content_36,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843986
user_73,"[""content_27"", ""content_14"", ""content_34""]",content_27,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.843995
user_73,"[""content_56"", ""content_10"", ""content_2""]",content_2,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.844004
user_73,"[""content_31"", ""content_26"", ""content_6""]",content_31,Based on 11th and goal Cybersecurity Analyst.,2025-10-28T16:51:11.844013
user_74,"[""content_38"", ""content_26"", ""content_44""]",content_38,Based on 10th and goal Entrepreneur.,2025-10-28T16:51:11.844024
user_74,"[""content_12"", ""content_8"", ""content_60""]",content_60,Based on 10th and goal Entrepreneur.,2025-10-28T16:51:11.844033
user_74,"[""content_51"", ""content_43"", ""content_39""]",content_51,Based on 10th and goal Entrepreneur.,2025-10-28T16:51:11.844042
